0.217,573,532,591,-1.52
0.205,573,571,591,-1.01
0.199,573,625,591,-5.8
0.184,573,665,591,-18.2
0.179,573,775,591,-19.8
0.175,573,823,591,-19.3
6.2,57.2,980,591,-0.248
9.9,57.2,1560,588,-0.0868
15,57.3,2380,582,0.0216
24.7,57.2,3890,582,0.0242
28.7,57.3,4530,583,0.0477
39.1,57.2,6180,584,0.0608
51.5,57.1,8120,584,0.0594
46.3,57.3,7310,584,0.131
63.1,57.3,9990,583,0.126
